ИМЕ НА МАРКЕТ,НАЗИВ НА ПРОИЗВОД,ПРОДАЖНА ЦЕНА,ЕДИНЕЧНА ЦЕНА,ОПИС НА ПРОИЗВОД,ДОСТАПНОСТ НА ПРОИЗВОД,РЕДОВНА ЦЕНА,ЦЕНА СО ПОПУСТ,ПОЕНИ,ТИП НА АКЦИЈА,ВРЕМЕТРАЊЕ НА АКЦИЈА
vardar,АБСОЛУТ ВОДКА ЕЛИКС 0.7Л,3099.00,100 МЛ: =442.71ДЕН,ВОДКА,ДА,,,,,
vardar,АБСОЛУТ ВОДКА БЛУ 1Л,1139.00,100 МЛ: =113.9ДЕН,ВОТКА,ДА,,,,,
vardar,АБСОЛУТ ВОДКА БЛУЕ 0.5,655.00,100 МЛ: =131ДЕН,ВОТКА,ДА,,,,,
vardar,АБСОЛУТ ВОДКА БЛУЕ 0.7Л,750.00,100 МЛ: =107.14ДЕН,ВОТКА,ДА,885.00,"750.00
-15.25%",200,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,АБЦ КРЕМ СИЕРЕЊЕ КЛАСИК 50Г,45.00,100 ГР: =90ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,АБЦ КРЕМ СИРЕЊЕ КЛАСИК 200Г,159.00,100 ГР: =79.5ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,АБЦ КРЕМ СИРЕЊЕ КЛАСИК 500Г,379.00,100 ГР: =75.8ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,АБЦ КРЕМ СИРЕЊЕ КРОМИД 100Г,65.00,100 ГР: =65ДЕН,КРЕМ СИРЕЊЕ,ДА,85.00,"65.00
-23.53%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,АБЦ КРЕМ СИРЕЊЕ ЈУНИОР 100Г,85.00,100 ГР: =85ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,АБЦ МЛЕЧЕН НАМАЗ ШУНКА 100Г,65.00,100 ГР: =65ДЕН,МЛЕЧЕН НАМАЗ,ДА,85.00,"65.00
-23.53%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,АБЦ НАМАЗ ФИТ 100Г,85.00,100 ГР: =85ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,АБЦ СУВА КАЈСИЈА 150 ГР,285.00,100 ГР: =190ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АБЦ СУВА СЛИВА СО СЕМКА 200Г,123.00,100 ГР: =61.5ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АБЦ СУВА СМОКВА 180Г,137.00,100 ГР: =76.11ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АБЦ СУВИ СЛИВИ БЕЗ КОСКА 200Г,159.00,100 ГР: =79.5ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АВАКС ВИМ 850ГР,72.00,100 ГР: =8.47ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ,ДА,,,,,
vardar,АВАКС ВЦ ГЕЛ 750МЛ,122.00,100 МЛ: =16.27ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ ТОАЛЕТ,ДА,,,,,
vardar,АВАКС ЗА ИНОКС 750МЛ ПУМПА,175.00,100 МЛ: =23.33ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ,ДА,,,,,
vardar,АВАКС ЗА РЕРНИ И СКАРИ 500МЛ,109.00,100 МЛ: =21.8ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ,ДА,,,,,
vardar,АВАКС ЗА СТАКЛО 500МЛ. РЕФИЛ,62.00,100 МЛ: =12.4ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ НА СТАКЛО,ДА,,,,,
vardar,АВАКС ЗА СТАКЛО 750МЛ ПУМПА,65.00,100 МЛ: =8.67ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ НА СТАКЛО,ДА,89.00,"65.00
-26.97%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,АВАКС ЛЕТНО ВЕТРОБРАНСКО СТАКЛО 1 Л,65.00,100 МЛ: =6.5ДЕН,ПРОИЗВОДИ ЗА ОДРЖУВАЊЕ НА АВТОМОБИЛ,ДА,,,,,
vardar,АВАКС ЛЕТНО ВЕТРОБРАНСКО СТАКЛО 3 Л,109.00,100 МЛ: =3.63ДЕН,ПРОИЗВОДИ ЗА ОДРЖУВАЊЕ НА АВТОМОБИЛ,ДА,,,,,
vardar,АВАКС ОДМАСТУВАЧ 750МЛ.,135.00,100 МЛ: =18ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ,ДА,,,,,
vardar,АВАКС ПРОТИВ ФЛЕКИ 500МЛ ПУМПА,115.00,100 МЛ: =23ДЕН,ОТСТРАНУВАЧ НА ФЛЕКИ,ДА,,,,,
vardar,"АВАКС СРЕДСТВО ЗА ЛАМИНАТ, ПАРКЕТ, ДРВО 1Л",135.00,100 МЛ: =13.5ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ НА ДРВЕНИ ПОВРШИНИ,ДА,,,,,
vardar,АВАКС СРЕДСТВО ПРОТИВ МУВЛА 500МЛ.,155.00,100 МЛ: =31ДЕН,СРЕДСТВО ПРОТИВ МУВЛА,ДА,,,,,
vardar,АВАКС ТЕЧНОСТ ЗА ПЕГЛАЊЕ 500МЛ ПУМПА,95.00,100 МЛ: =19ДЕН,ШТИРАК ЗА ПЕГЛАЊЕ,ДА,,,,,
vardar,АВАКС ЦЕВОСАН 1000МЛ,149.00,100 МЛ: =14.9ДЕН,ОДЗАТНУВАЧ НА ЦЕВКИ,ДА,,,,,
vardar,АВЕ ПИЛЕШКА ПОСЕБНА 600 ГР,109.00,100 ГР: =18.17ДЕН,ПИЛЕШКА ПОСЕБНА САЛАМА,ДА,,,,,
vardar,АВЕ ПИЛЕШКА САЛАМА ПОСЕБНА 400Г,87.00,100 ГР: =21.75ДЕН,ПИЛЕШКА ПОСЕБНА САЛАМА,ДА,,,,,
vardar,АВЕНТ ПЛАСТИЧНО ШИШЕ НАТУРАЛ 125МЛ,649.00,1 ПАРЧЕ =649ДЕН,ШИШЕ ЗА БЕБЕ,ДА,,,,,
vardar,АВЕНТ ПЛАСТИЧНО ШИШЕ НАТУРАЛ 260МЛ,709.00,1 ПАРЧЕ =709ДЕН,ШИШЕ ЗА БЕБЕ,ДА,,,,,
vardar,АВЕНТ СТАКЛЕНО ШИШЕ НАТУРАЛ 240МЛ,839.00,1 ПАРЧЕ =839ДЕН,ШИШЕ ЗА БЕБЕ,ДА,,,,,
vardar,АВЕНТ СТАКЛЕНО ШИШЕ НАТУРАЛ 240МЛ.,927.00,1 ПАРЧЕ =927ДЕН,ШИШЕ ЗА БЕБЕ,ДА,,,,,
vardar,АВЕНТ ЦУЦЛА ЛАЖЛИВКА ЗАБАВНА 0-6М ЖЕНСКА,542.00,1 ПАРЧЕ =542ДЕН,ЦУЦЛА ЗА БЕБЕ,ДА,,,,,
vardar,АВЕНТ ЦУЦЛА ЛАЖЛИВКА ЗАБАВНА 6-18М ЖЕНСКА,545.00,1 ПАРЧЕ =545ДЕН,ЦУЦЛА ЗА БЕБЕ,ДА,,,,,
vardar,АВЕНТ ШИШЕ АНТИКОЛИК 260МЛ ПЛАСТИЧНО,567.00,1 ПАРЧЕ =567ДЕН,ШИШЕ ЗА БЕБЕ,ДА,,,,,
vardar,АВИКО НОИСЕТЕС ПОМФРИТ 600ГР,139.00,100 ГР: =23.17ДЕН,ПОМФРИТ ЗАМРЗНАТ,ДА,,,,,
vardar,АВИКО ПОМФРИТ КЛАСИК 1КГ,185.00,100 ГР: =18.5ДЕН,ПОМФРИТ ЗАМРЗНАТ,ДА,,,,,
vardar,АВИОН НА СКЛОПУВАЊЕ XC-001,179.00,1 ПАРЧЕ =179ДЕН,ИГРАЧКИ ЗА ДЕЦА,ДА,299.00,"179.00
-40.13%",,АКЦИСКА ПРОДАЖБА,28.04.2025 - 04.05.2025
vardar,АВОКАДО 1КГ (Р),429.00,100 ГР: =42.9ДЕН,СВЕЖО ОВОШЈЕ,ДА,,,,,
vardar,АВТО ШАМПОН 1Л,259.00,1 ПАРЧЕ =259ДЕН,ПРОИЗВОДИ ЗА ОДРЖУВАЊЕ НА АВТОМОБИЛ,ДА,,,,,
vardar,АВТОМОБИЛ 4Х4 МОНСТЕР 3+,379.00,1 ПАРЧЕ =310ДЕН,ИГРАЧКА АВТОМОБИЛ,ДА,,,,,
vardar,АВТОМОБИЛ YM-F46,39.00,1 ПАРЧЕ =39ДЕН,ИГРАЧКА,ДА,,,,,
vardar,АВТОМОБИЛ МАЛ МЕТАЛЕН 3+,159.00,1 ПАРЧЕ =130ДЕН,КОЛИЧКИ,ДА,,,,,
vardar,АВТОМОБИЛ ХОТ ВИЛС 057854,189.00,1 ПАРЧЕ =189ДЕН,КОЛИЧКИ,ДА,,,,,
vardar,"АВШАР АРОМАТ. ВОДА ЦРНА ЦРНИЦА,РИБИЗЛА 200МЛ",32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АВШАР МИН.ВОДА Ц + 200МЛ,32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АВШАР МИН.ВОДА ГАЗОЗА 200МЛ,32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АВШАР МИН.ВОДА КРУША И НЕКТАРИНА 200МЛ,32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АВШАР МИН.ВОДА ЛИМОН 200МЛ,32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АВШАР МИН.ВОДА ЛУБЕНИЦА И ЈАГОДА 200МЛ,32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АВШАР МИН.ВОДА МАНГО И АНАНАС 200МЛ,32.00,100 МЛ: =16ДЕН,ГАЗИРАНА ВОДА СО ВКУС,ДА,,,,,
vardar,АГНЕСИ ПЕСТО РОКО 185ГР,255.00,100 ГР: =137.84ДЕН,СОС ЗА ТЕСТЕНИНИ,ДА,,,,,
vardar,АГНЕСИ ПЕСТО ЏЕНОВЕЗЕ 185 ГР,255.00,100 ГР: =137.84ДЕН,СОС ЗА ТЕСТЕНИНИ,ДА,,,,,
vardar,АГРАГОЛД ШЕЌЕР БЕЛ 1КГ,51.00,1 ПАРЧЕ =51ДЕН,ШЕЌЕР,ДА,,,,,
vardar,АГРАГОЛД ШЕЌЕР БЕЛ 1КГ КОЦКА,82.00,1 ПАРЧЕ =82ДЕН,ШЕЌЕР,ДА,,,,,
vardar,АГРАНЕЛА СУВА СЛИВА 200 ГР,153.00,100 ГР: =76.5ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АГРАНЕЛА СУВА СЛИВА БЕЗ КОСКИ 200 ГР,137.00,100 ГР: =68.5ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АГРАНЕЛА СУВА СЛИВА СУПЕР МЕКА БЕЗ КОСКИ200ГР,129.00,100 ГР: =64.5ДЕН,СУВО ОВОШЈЕ,ДА,144.00,"129.00
-10.42%",30,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,АГРАНЕЛА СУВИ СЛИВИ БЕЗ КОСКА 500Г,317.00,100 ГР: =63.4ДЕН,СУВО ОВОШЈЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 150 ДЕНАРИ,150.00,1 ПАРЧЕ = 150ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 1900 ДЕНАРИ,1900.00,1 ПАРЧЕ = 1900ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 199 ДЕНАРИ,199.00,1 ПАРЧЕ =199ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 239 ДЕНАРИ,239.00,1 ПАРЧЕ =239ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 260 ДЕНАРИ,260.00,1 ПАРЧЕ = 260ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 299 ДЕНАРИ,299.00,1 ПАРЧЕ =299ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 339 ДЕНАРИ,339.00,1 ПАРЧЕ =339ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 399 ДЕНАРИ,399.00,1 ПАРЧЕ =399ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 499 ДЕНАРИ,499.00,1 ПАРЧЕ =499ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 529 ДЕНАРИ,529.00,1 ПАРЧЕ =529ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 59 ДЕНАРИ,59.00,1 ПАРЧЕ =49ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 590 ДЕНАРИ,590.00,1 ПАРЧЕ = 590ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 690 ДЕНАРИ,690.00,1 ПАРЧЕ = 690ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 790 ДЕНАРИ,790.00,1 ПАРЧЕ = 790ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 890 ДЕНАРИ,890.00,1 ПАРЧЕ = 890ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ 990 ДЕНАРИ,990.00,1 ПАРЧЕ = 990ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АГРО ЦВЕТ САКСИСКО ЦВЕЌЕ ПРОМОЦИЈА 590 ДЕНАРИ,590.00,1 ПАРЧЕ = 590ДЕН,ЦВЕЌЕ,ДА,,,,,
vardar,АДЕЛ БОИЦИ БЛЕКЛИНЕ 12 БОИ,124.00,1 ПАРЧЕ =10.33ДЕН,ДРВЕНИ БОИЦИ,ДА,,,,,
vardar,АДЕЛ ДРВЕНИ МОЛИВИ - МОРСКИ СВЕТ,9.00,1 ПАРЧЕ =9ДЕН,МОЛИВ,ДА,,,,,
vardar,АДЕЛ ДРВЕНИ МОЛИВИ СО ГУМА 12/1 - ФИШ,99.00,1 ПАРЧЕ =8.25ДЕН,ДРВЕН МОЛИВ,ДА,,,,,
vardar,АДЕЛ ПЕНКАЛО ЖОЛТА 0.4ММ,15.00,1 ПАРЧЕ =15ДЕН,ПЕНКАЛО,ДА,,,,,
vardar,АДЕЛАНД ДРВЕНИ МОЛИВИ СО ГУМА,9.00,1 ПАРЧЕ =9ДЕН,ДРВЕН МОЛИВ,ДА,,,,,
vardar,АДЕЛИНА СВЕЖИ КОРИ ЗА БАКЛАВА 500Г,99.00,100 ГР: =19.8ДЕН,СВЕЖИ КОРИ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА БАВНО ГОТВЕЊЕ АД6413,2499.00,1 ПАРЧЕ =2499ДЕН,АПАРАТ ЗА БАВНО ГОТВЕЊЕ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА ВАРЕЊЕ ЈАЈЦА АД 4459,999.00,1 ПАРЧЕ =999ДЕН,АПАРАТ ЗА ВАРЕЊЕ ЈАЈЦА,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА МЕЛЕЊЕ КАФЕ АД 443,1399.00,1 ПАРЧЕ =1399ДЕН,АПАРАТ ЗА МЕЛЕЊЕ КАФЕ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА МЕЛЕЊЕ КАФЕ АД4446 - ЦРН,1599.00,1 ПАРЧЕ =1599ДЕН,АПАРАТ ЗА МЕЛЕЊЕ КАФЕ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА МЕЛЕЊЕ КАФЕ АД4446 -БЕЛ,1599.00,1 ПАРЧЕ =1599ДЕН,АПАРАТ ЗА МЕЛЕЊЕ КАФЕ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА ПОТШИШУВАЊЕ АД 2818,899.00,1 ПАРЧЕ =899ДЕН,АПАРАТ ЗА ШИШАЊЕ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА ПОТШИШУВАЊЕ АД 2825,599.00,1 ПАРЧЕ =599ДЕН,МАШИНКА ЗА ШИШАЊЕ,ДА,,,,,
vardar,АДЛЕР АПАРАТ ЗА ПОТШИШУВАЊЕ СО ТРИМЕР АД 2822,1399.00,1 ПАРЧЕ =1399ДЕН,АПАРАТ ЗА ШИШАЊЕ,ДА,,,,,
vardar,АДЛЕР БЛЕНДЕР СЕЦКО AD 4082,2129.00,1 ПАРЧЕ =2129ДЕН,БЛЕНДЕР,ДА,,,,,
vardar,АДЛЕР БЛЕНДЕР СТОЕЧКИ 4076,4059.00,1 ПАРЧЕ =4059ДЕН,БЛЕНДЕР,ДА,,,,,
vardar,АДЛЕР ВАГА ЗА ТЕЛЕСНА ТЕЖИНА ЦРНА АД 8150,799.00,1 ПАРЧЕ =799ДЕН,ВАГА ЗА ТЕЛЕСНА ТЕЖИНА,ДА,,,,,
vardar,АДЛЕР ЕЛЕКТИЧЕН ТОСТЕР 3214,2299.00,1 ПАРЧЕ =2299ДЕН,ТОСТЕР,ДА,,,,,
vardar,АДЛЕР ЕЛЕКТРИЧЕН БОКАЛ 1372 В,1559.00,1 ПАРЧЕ =1559ДЕН,ГРЕАЧ ЗА ВОДА,ДА,,,,,
vardar,АДЛЕР ЕЛЕКТРИЧНА КУТИЈА ЗА ХРАНА ПОРТОКАЛОВА 4474,1199.00,1 ПАРЧЕ =1199ДЕН,КУТИЈА ЗА ХРАНА,ДА,,,,,
vardar,АДЛЕР КУЈНСКА ВАГА АД 3166,799.00,1 ПАРЧЕ =799ДЕН,ВАГА,ДА,,,,,
vardar,АДЛЕР МИКСЕР 300 В АД 4201,1599.00,1 ПАРЧЕ =1599ДЕН,МИКСЕР,ДА,,,,,
vardar,АДЛЕР МИКСЕР ЦРНО/ЗЕЛЕН 300 В АД 4205,1549.00,1 ПАРЧЕ =1549ДЕН,МИКСЕР,ДА,,,,,
vardar,АДЛЕР МУЛТИФУНКЦИОНАЛЕН КУЈНСКИ РОБОТ АД4226Б,3799.00,1 ПАРЧЕ =3799ДЕН,МИКСЕР,ДА,,,,,
vardar,АДЛЕР ОТВАРАЧ ЗА ВИНО 4509,669.00,1 ПАРЧЕ =669ДЕН,ОТВОРАЧ ЗА ВИНО,ДА,,,,,
vardar,АДЛЕР ОШТРАЧ ЗА НОЖЕВИ AD 4489,829.00,1 ПАРЧЕ =829ДЕН,ТОСТЕР,ДА,,,,,
vardar,АДЛЕР ПЕГЛА ЗА КОСА 2 ВО 1 50 В АД 2104,1249.00,1 ПАРЧЕ =1249ДЕН,ОБЛИКУВАЧ НА КОСА,ДА,,,,,
vardar,АДЛЕР ПЕГЛА ЗА КОСА АД 2317,699.00,1 ПАРЧЕ =699ДЕН,ОБЛИКУВАЧ НА КОСА,ДА,,,,,
vardar,АДЛЕР СТОЕЧКИ БЛЕНДЕР АД 4057,1999.00,1 ПАРЧЕ =1999ДЕН,БЛЕНДЕР,ДА,,,,,
vardar,АДЛЕР ТОСТЕР ЗА ВАФЛИ АД 3036,2599.00,1 ПАРЧЕ =2599ДЕН,ТОСТЕР,ДА,,,,,
vardar,АДЛЕР ТОСТЕР ЗА ДВОПЕК 2 ЛЕПЧИЊА 3223,1399.00,1 ПАРЧЕ =1399ДЕН,ТОСТЕР,ДА,,,,,
vardar,АДЛЕР ФИГАРО АД 2112,999.00,1 ПАРЧЕ =999ДЕН,ОБЛИКУВАЧ НА КОСА,ДА,,,,,
vardar,АДЛЕР ФИГАРО АД 2115,949.00,1 ПАРЧЕ =949ДЕН,ОБЛИКУВАЧ НА КОСА,ДА,,,,,
vardar,АДЛЕР ФИГАРО АД 2116,959.00,1 ПАРЧЕ =959ДЕН,ОБЛИКУВАЧ НА КОСА,ДА,,,,,
vardar,АДЛЕР ФИГАРО СО ДОДАТОК ЧЕТКА 25 В АД 2105,899.00,1 ПАРЧЕ =899ДЕН,ОБЛИКУВАЧ НА КОСА,ДА,,,,,
vardar,АДЛЕР ЧЕТКА ЗА КОСА 2113,1399.00,1 ПАРЧЕ =1399ДЕН,ЧЕТКА ЗА КОСА,ДА,,,,,
vardar,АДЛЕР ЧЕТКА ЗА КОСА АД 2324,999.00,1 ПАРЧЕ =999ДЕН,ЧЕТКА ЗА КОСА,ДА,,,,,
vardar,"АДОЛО УЗО ПЛОМАРИ 0,7Л",1029.00,100 МЛ: =147ДЕН,УЗО,ДА,,,,,
vardar,АДРИА САРДИНА ВО РАСТИТЕЛНО МАСЛО 95 ГР,57.00,100 ГР: =60ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАНА БЕЛА ТУНА ВО ВОДА 185 ГР,119.00,100 ГР: =64.32ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАНА БЕЛА ТУНА ВО РАСТИТЕЛНО МАСЛО 185 ГР,119.00,100 ГР: =64.32ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАНА ТУНА ПАРЧЕ ВО ВОДА 170 ГР,99.00,100 ГР: =58.24ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАНА ТУНА ПАРЧЕ ВО МАСЛО 170 ГР,99.00,100 ГР: =58.24ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАНА ТУНА ПАРЧЕ ВО МАСЛО И ЧИЛИ 170ГР,99.00,100 ГР: =58.24ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК КВИН А ЛА БАКАЛАР 105ГР,77.00,"100 ГР: =73,33ДЕН",КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК КВИН САРДИНА ВО МАСЛИНОВО МАСЛО105ГР,66.00,100 ГР: =62.86ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК КВИН САРДИНА РАСТ.МАСЛО ФЕФЕР 105ГР,59.00,100 ГР: =56.19ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК КВИН САРДИНА СО ДОМАТ СОС 105ГР,59.00,100 ГР: =56.19ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК КВИН САРДИНА СО ЗЕЛЕНЧУК 105ГР,59.00,100 ГР: =56.19ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК САРДИНИ ВО Р.М. СО ЛИМОН 115ГР ПОСТИ,59.00,100 ГР: =51.3ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК САРДИНИ ВО РАСТ. МАСЛО 115 ГР,59.00,100 ГР: =51.3ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК ТУНА ФИЛЕТИ ВО МАСЛИНОВО МАСЛО 105ГР,154.00,100 ГР: =146.67ДЕН,КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИАТИК ТУНА ФИЛЕТИ ВО РАСТИТЕЛНО МАСЛО105ГР,139.00,"100 ГР: =132,38ДЕН",КОНЗЕРВИРАНА РИБА,ДА,,,,,
vardar,АДРИЈУС КОСТЕНИ СЛАТКИ 120 ГР,92.00,100 ГР: =76.67ДЕН,СЛАТКИ КОСТЕНИ,ДА,,,,,
vardar,АДРИЈУС ОСЛИЧ ЗАМРЗНАТ КГ,167.00,100 ГР: =16.7ДЕН,РИБА ЗАМРЗНАТА,ДА,,,,,
vardar,АДУТ ПИПЕРКА СУШЕНА ЛУТА 50 ГР,109.00,100 ГР: =218ДЕН,ЗАЧИН,ДА,,,,,
vardar,АЕРО 360 АПСОРБЕР НА ВЛАГА + 450 ГР. ТАБЛЕТА,1049.00,1 ПАРЧЕ =1049ДЕН,АПАРАТ ЗА ВЛАГА ВО ПРОСТОРИЈАТА-РАЗВЛАЖНУВАЧ,ДА,,,,,
vardar,АЕРО 360 РЕФИЛ СТОП 2*450 ГР.,800.00,1 ПАРЧЕ =400ДЕН,АПАРАТ ЗА ВЛАГА ВО ПРОСТОРИЈАТА-РАЗВЛАЖНУВАЧ,ДА,999.00,"800.00
-19.92%",150,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,АЕРО ТАБЛЕТИ РЕФИЛ 2+1 ГРАТИС,999.00,1 ПАРЧЕ =333ДЕН,АПАРАТ ЗА ВЛАГА,ДА,,,,,
vardar,АЗБУКА (СТЕЛА И САНИ) – ВЕНКО АНДОНОВСКИ,300.00,1 ПАРЧЕ = 300ДЕН,КНИГИ ЗА ВОЗРАСНИ,ДА,,,,,
vardar,АЗБУКА БОЕНКА (СТЕЛА И САНИ),199.00,1 ПАРЧЕ =199ДЕН,ДЕТСКИ КНИГИ,ДА,,,,,
vardar,АЗБУКА ЗА НЕПОСЛУШНИТЕ - ФРЕСКИ И ГРОТЕСКИ – ВЕНКО,450.00,1 ПАРЧЕ =450ДЕН,КНИГИ ЗА ВОЗРАСНИ,ДА,,,,,
vardar,АИМ ДЕТСКА ПАСТА ЗА ЗАБИ 2-6Г. 50МЛ,135.00,100 МЛ: =270ДЕН,ПАСТА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ПАСТА ЗА ЗАБИ ВАJТ НАУ ГОЛД 75 МЛ,135.00,100 МЛ: =180ДЕН,ПАСТА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ПАСТА ЗА ЗАБИ ВАИТ СИСТЕМ 2*75 МЛ.,215.00,1 ПАРЧЕ =215ДЕН,ПАСТА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ПАСТА ЗА ЗАБИ ВАИТ СИСТЕМ 75 МЛ.,135.00,100 МЛ: =180ДЕН,ПАСТА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ПАСТА ЗА ЗАБИ ВАЈТ НАУ 75МЛ,131.00,100 МЛ: =174.67ДЕН,ПАСТА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ЧЕТКА ЗА ЗАБИ АНТИПЛАК МЕДИУМ ДУОПАК,92.00,1 ПАРЧЕ = 92ДЕН,ЧЕТКА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ЧЕТКА ЗА ЗАБИ ВАИТ СИСТЕМ МЕДИУМ,199.00,1 ПАРЧЕ = 199ДЕН,ЧЕТКА ЗА ЗАБИ,ДА,,,,,
vardar,АИМ ЧЕТКА ЗА ЗАБИ ВЕРТИКАЛ МЕДИУМ,235.00,1 ПАРЧЕ =235ДЕН,ЧЕТКА ЗА ЗАБИ,ДА,,,,,
