url,photo_url,brand,title,original_price,current_price,discount
https://mobelix.com.mk/mk/proizvodi/redmi-note-11-pro-5g-6gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/642/2b7/90a/thumb_4678_550_800_0_0_crop.png,Xiaomi,Redmi Note 11 PRO+ 5G 6GB RAM/128GB,,"17,200.00 ден",
https://mobelix.com.mk/mk/proizvodi/xiaomi-13-5g-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/642/2c0/0c5/thumb_4680_550_800_0_0_crop.png,Xiaomi,Xiaomi 13 5G 12GB RAM/256GB,,"49,200.00 ден",
https://mobelix.com.mk/mk/proizvodi/oppo-reno-8-5g-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/642/2c6/085/thumb_4682_550_800_0_0_crop.png,Oppo,Oppo Reno 8 5G 8GB RAM/256GB,,"25,800.00 ден",
https://mobelix.com.mk/mk/proizvodi/apple-ipad-pro-2022-m2-11-5g-128gb,https://mobelix.com.mk/storage/app/uploads/public/642/ec4/e34/thumb_4695_550_800_0_0_crop.jpg,Apple,"Apple iPad Pro 2022 M2 11"" 5G 128GB",,"58,400.00 ден",
https://mobelix.com.mk/mk/proizvodi/blackberry-porsche-design-p9982,https://mobelix.com.mk/storage/app/uploads/public/643/14a/d1b/thumb_4705_550_800_0_0_crop.png,Blackberry,Blackberry Porsche Design P9982,,"16,600.00 ден",
https://mobelix.com.mk/mk/proizvodi/honor-x9a-5g-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/645/ccd/6a1/thumb_4740_550_800_0_0_crop.png,Honor,Honor X9a 5G 8GB RAM/256GB,,"24,600.00 ден",
https://mobelix.com.mk/mk/proizvodi/oppo-find-x3-pro-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/647/097/3a4/thumb_4765_550_800_0_0_crop.png,Oppo,Oppo Find X3 Pro 12GB RAM/256GB,"36,900.00","32,600.00 ден",-12%
https://mobelix.com.mk/mk/proizvodi/xiaomi-poco-f5-pro-5g-12gb-ram512gb,https://mobelix.com.mk/storage/app/uploads/public/647/095/612/thumb_4764_550_800_0_0_crop.png,Xiaomi,Xiaomi Poco F5 PRO 5G 12GB RAM/512GB,,"29,500.00 ден",
https://mobelix.com.mk/mk/proizvodi/samsung-galaxy-f13-4gb-ram64gb,https://mobelix.com.mk/storage/app/uploads/public/647/0ea/47e/thumb_4778_550_800_0_0_crop.png,Samsung,Galaxy F13 4GB RAM/64GB,,"9,200.00 ден",
https://mobelix.com.mk/mk/proizvodi/honor-magic-5-pro-12gb-ram512gb,https://mobelix.com.mk/storage/app/uploads/public/648/788/2e7/thumb_4805_550_800_0_0_crop.png,Honor,Magic 5 Pro 12GB RAM/512GB,"64,600.00","58,400.00 ден",-10%
https://mobelix.com.mk/mk/proizvodi/google-pixel-7a-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/649/c75/c6a/thumb_4817_550_800_0_0_crop.png,Google,Pixel 7a 8GB RAM/128GB,"27,700.00","24,600.00 ден",-11%
https://mobelix.com.mk/mk/proizvodi/xiaomi-poco-f5-5g-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/64a/fb3/e77/thumb_4828_550_800_0_0_crop.png,Xiaomi,Xiaomi Poco F5 5G 12GB RAM/256GB,"24,600.00","21,500.00 ден",-13%
